"","YR","SP","DEPTH","LAT","LON","ASDIST","DTEOC"
"2057",1972,76,193.566265060241,41.9562249156627,-68.9196787469879,1057.24833683534,117.972237397107
"2058",1973,76,174.08,41.89733336,-69.044,1044.02125743069,112.980914645876
"2059",1974,76,196,41.9304053648649,-69.0664413918919,1046.16006234668,111.248326391706
"2060",1975,76,170.188405797101,42.0125603478261,-69.060144942029,1053.3978934421,101.067993855531
"2061",1976,76,175.755102040816,42.0054421632653,-68.9627550918367,1058.69793385093,107.142135693665
"2062",1977,76,176.654761904762,41.8226190595238,-69.5672619285714,1009.2487166025,103.264128943395
"2063",1978,76,176.117647058824,41.7656863088235,-69.3495098235294,1017.07635895906,111.007557505023
"2064",1979,76,161.719101123595,42.0726592359551,-69.1659175730337,1053.62329726801,97.7481939941348
"2065",1980,76,158.478260869565,41.3494202956522,-69.5195652434783,971.920754432102,121.403572655857
"2066",1981,76,160.931818181818,42.053409125,-68.8939394431818,1065.83073344292,109.217483757501
"2067",1982,76,189.766233766234,41.678354987013,-69.247619038961,1015.13114424947,117.087644581688
"2068",1983,76,166.772151898734,41.8713079873418,-68.903164556962,1051.0591075562,118.800042688803
"2069",1984,76,193.64,42.00733328,-68.68199996,1074.44310970082,122.039730520513
"2070",1985,76,182.196428571429,41.9241071428571,-68.7485119285714,1063.06220735304,121.636181964845
"2071",1986,76,179.821428571429,42.0531745833333,-68.4954365357143,1089.19065012901,124.135563990133
"2072",1987,76,195.351351351351,41.7831081081081,-69.0617117567568,1034.33554426585,121.931880478733
"2073",1988,76,180.672413793103,42.5497126206897,-68.5396551034483,1126.9522456547,102.174964412933
"2074",1989,76,172.610169491525,42.0025423728814,-68.7858757457627,1068.70599322844,111.678745040094
"2075",1990,76,185.261538461538,42.1005128153846,-68.8728205538462,1070.69012280838,107.964860165784
"2076",1991,76,186.753246753247,41.9378788311688,-68.5443722987013,1076.72577608362,122.726546946966
"2077",1992,76,185.692307692308,42.0574359538462,-68.6461538153846,1079.44069182832,115.747333173902
"2078",1993,76,194.634615384615,42.4522435769231,-68.6826923076923,1111.40353551323,106.458318952397
"2079",1994,76,173,42.3383597619048,-68.8166667301587,1094.89201065505,98.111598889291
"2080",1995,76,190.931034482759,42.2419540517241,-68.6074712758621,1098.02850097686,110.994833201788
"2081",1996,76,195.82,42.50166672,-68.59400004,1120.3138358767,106.352603286913
"2082",1997,76,159.666666666667,42.4242063809524,-68.8726190238095,1098.56466959493,88.0039204399702
"2083",1998,76,189.125,42.5949405178571,-68.6520833392857,1125.63845024815,94.6265598823435
"2084",1999,76,186.730769230769,42.2674390961538,-68.7252851923077,1092.63697985613,101.486003233986
"2085",2000,76,181.945454545455,42.8181666727273,-68.2014030181818,1169.3528918428,98.6498252671553
"2086",2001,76,209.65306122449,42.5340150204082,-68.6375979591837,1120.60551923137,98.6732595787744
"2087",2002,76,187.269230769231,42.7141795192308,-68.3614102307692,1151.01681764871,95.1023136697872
"2088",2003,76,214.75,42.3650880625,-68.5903722916667,1109.65211659082,112.618574261754
"2089",2004,76,209.833333333333,42.2541005,-68.3962076666667,1111.60485246334,120.082650927014
"2090",2005,76,208.395833333333,42.5085707916667,-68.2002752916667,1143.25987946351,121.511405482287
"2091",2006,76,184.263157894737,42.687514877193,-68.347869,1150.09959261665,106.27857394587
"2092",2007,76,203.304347826087,42.2429835217391,-68.5967079130435,1097.70426675934,113.345782678928
"2093",2008,76,189.818181818182,42.6761075272727,-68.3357576181818,1149.9358985964,106.610008027597
"2094",2009,76,177.79,42.30864789,-68.38083782,1116.0588141229,113.827963077204
"2095",2010,76,164.333333333333,42.3696062020202,-68.3800976262626,1121.26814188265,111.230966060643
"2096",2011,76,191.765957446808,42.0222995851064,-68.8442054148936,1066.79398425941,117.099026869462
"2097",2012,76,171.778947368421,42.2220945789474,-68.8149214105263,1084.52541621328,104.134018850184
"2098",2013,76,174.714285714286,42.5155885428571,-67.6781255142857,1173.07819612791,142.906217501462
"2099",2014,76,182.851351351351,42.4464676216216,-68.4215382297297,1125.91565328528,110.926386063311
"2100",2015,76,181.540229885057,42.2766373793103,-68.5295711609195,1105.25378746808,115.538857075401
"2101",2016,76,176.979166666667,42.3195996770833,-68.9136268020833,1087.86761396714,98.460842492277
"2102",2017,76,206.887096774194,42.4273990322581,-68.1238352741935,1140.38179589508,126.315415263605
"2103",2018,76,166.6875,42.3684885625,-68.2858029375,1127.82786487874,121.719171652477
"2104",2019,76,177.632183908046,42.4605272183908,-68.0896419425287,1145.37447820798,127.198741596819
"2105",2020,76,NA,NA,NA,NA,NA
"2106",2021,76,176.817204301075,42.3117524731183,-68.3963651290323,1115.4292730885,118.27905010598
"2107",2022,76,191.661971830986,42.5807723239437,-68.4585047323944,1134.5905893638,109.171113006498
"2108",2023,76,116.416666666667,41.5826528333333,-67.8978471666667,1083.94559707266,155.853592146416
"2109",2024,76,184.486842105263,42.7643929078947,-68.4018727763158,1153.5206575459,102.036596966801
"2110",1968,77,153.40243902439,40.3550812195122,-70.8963414146341,809.821827668658,115.035372754083
"2111",1969,77,147.185567010309,40.4276632886598,-70.6768041134021,827.41257525931,115.235477146252
"2112",1970,77,123.584745762712,40.3142655169491,-71.0264124661017,799.147351968959,110.484292261743
"2113",1971,77,142.805309734513,40.4176990973451,-70.7876106106195,820.990113858315,112.057853405615
"2114",1972,77,154.390909090909,40.8134848636364,-70.0387879,897.121201941204,123.616093552966
"2115",1973,77,97.6218905472637,40.390713119403,-71.4589552189055,780.065029539068,85.1587451003598
"2116",1974,77,118.166666666667,40.8630786736111,-70.5721064583333,871.23528427967,101.424474743797
"2117",1975,77,112.721518987342,41.0208860632911,-70.3853375506329,894.25972376313,97.7405507311579
"2118",1976,77,122.216560509554,40.8428874522293,-70.6470275923567,864.228385372035,95.9429313699081
"2119",1977,77,116.780821917808,40.8768265068493,-70.6575342808219,866.679769379204,97.1806147601216
"2120",1978,77,115.853107344633,40.5603577853107,-71.0682674689265,815.730032418594,91.182784147646
"2121",1979,77,130.68085106383,41.186524858156,-69.9891252907801,931.220061297623,106.829043755808
"2122",1980,77,106.523529411765,40.5261764705882,-71.0023529352941,817.685474876082,89.4903633196349
"2123",1981,77,120.46,40.8822222266667,-70.46511116,877.344141600263,96.4508766270918
"2124",1982,77,135.287128712871,40.6896039405941,-70.8107260693069,842.518759749485,93.6978342680599
"2125",1983,77,127.20325203252,40.7398373902439,-70.6696477154471,854.395441326263,101.933480322788
"2126",1984,77,130.946902654867,40.726106159292,-70.6359881946903,855.913657445031,98.3868181899841
"2127",1985,77,133.046728971963,41.111370682243,-70.2953270934579,907.113355147199,101.480545798326
"2128",1986,77,139.610169491525,41.0837570677966,-70.0132768644068,921.048308806861,109.023611347479
"2129",1987,77,147.405405405405,41.0665165315315,-70.027027045045,919.577686287298,112.786037246978
"2130",1988,77,141.578431372549,41.2372548823529,-70.0857842745098,928.732771376573,97.7433947313507
"2131",1989,77,128.891304347826,40.9550724456522,-70.6240941956522,874.551658622619,95.1565422274574
"2132",1990,77,131.719101123595,41.0762172022472,-70.563857741573,888.050864438626,88.9144840809584
"2133",1991,77,129.211009174312,41.293578,-70.1337920183486,932.608281718479,94.5692333731624
"2134",1992,77,139.642857142857,41.4467687653061,-69.9277210612245,955.554792121127,94.1726700341308
"2135",1993,77,128.194690265487,41.1966076725664,-70.2725663628319,914.837742396829,97.8128273219752
"2136",1994,77,147.066666666667,41.7053703666667,-69.0559259777778,1027.54138069066,117.259401136164
"2137",1995,77,138.115044247788,41.615339238938,-69.460619460177,996.915615743765,108.487450013622
"2138",1996,77,137.447916666667,41.3878472291667,-69.9274305416667,951.315286708214,101.739460946047
"2139",1997,77,131.421052631579,41.3938596631579,-69.8736842210526,955.256896331189,95.932238264751
"2140",1998,77,143.647058823529,41.8140056302521,-69.6845938235294,1001.68126616098,89.4203897297541
"2141",1999,77,129.601769911504,41.3655398318584,-70.0536076460177,942.539431308686,95.9938384645709
"2142",2000,77,125.701754385965,41.6469444912281,-69.3852763245614,1003.84716952495,107.574024140045
"2143",2001,77,143.315315315315,41.627033,-69.5308194774775,994.091452546097,102.683023559571
"2144",2002,77,139.877358490566,41.7108380471698,-69.4346053584906,1006.70636010413,104.086921278116
"2145",2003,77,149.681415929204,41.7078691681416,-69.2655902477876,1016.15734042016,112.055042893633
"2146",2004,77,137.365384615385,41.4089658846154,-69.9803822211538,950.003686856626,96.1723090403173
"2147",2005,77,159.279569892473,41.4997905806452,-69.3609402043011,993.088006377057,119.059137218756
"2148",2006,77,136.991869918699,41.6627706829268,-69.4812791463414,1000.3872580763,102.238237010663
"2149",2007,77,146.948275862069,41.4108643362069,-69.7594661293103,962.190996092401,108.539986861725
"2150",2008,77,136.073394495413,41.4535790733945,-69.8379395229358,961.669138185788,104.527276267296
"2151",2009,77,123.947115384615,41.2844674519231,-69.7775904038461,951.209133884978,108.234016900706
"2152",2010,77,120.333333333333,41.0070512347418,-70.3412382816901,895.272115696167,97.9047281343231
"2153",2011,77,137.069518716578,41.1092980427807,-69.8652240855615,931.644621379962,115.974316582411
"2154",2012,77,131.504854368932,41.3931120776699,-69.6546319951456,967.7177626469,111.946270672297
"2155",2013,77,119.4,41.1647019023256,-69.8574499488372,936.416099173685,109.288260380809
"2156",2014,77,130.093406593407,41.3158775549451,-69.7128076263736,957.57810155875,111.897698809573
"2157",2015,77,133.091787439614,41.1299541449275,-69.8034198888889,936.290121904485,112.192658943185
"2158",2016,77,132.394871794872,41.3452413948718,-69.5723292461538,967.852368738936,116.25220767149
"2159",2017,77,130.79679144385,41.1635450641711,-69.8502512887701,936.761217637584,110.070839956267
"2160",2018,77,130.9,41.1618453727273,-69.8479492181818,937.208931045946,113.23339259718
"2161",2019,77,128.631313131313,41.2932691818182,-69.6851382474748,957.096841117602,113.165930350076
"2162",2020,77,98.6923076923077,39.1990063846154,-73.3780256538462,569.406352530888,81.1686121242086
"2163",2021,77,142.683870967742,41.7015415677419,-69.066478916129,1026.48131469788,116.800764944983
"2164",2022,77,134.086206896552,41.5323553965517,-69.2100718678161,1004.05732724241,120.170342779626
"2165",2023,77,107.964285714286,41.2576488035714,-67.6510238214286,1070.3768282684,190.391823170996
"2166",2024,77,134.066326530612,41.4550574234694,-69.38620875,987.80934022715,117.040608951257
"2167",1968,78,86.4736842105263,37.1570175263158,-74.6263157894737,325.161804024164,77.45688812567
"2168",1969,78,156.615384615385,37.8923076923077,-73.4538460769231,456.003888213808,115.068749093612
"2169",1970,78,127.192307692308,37.6294871923077,-73.8365384615385,411.502579553323,100.807000258993
"2170",1971,78,95.1851851851852,37.2820987407407,-74.4469135555556,345.024058911152,83.4922192682215
"2171",1972,78,95,37.366666625,-74.3277777916667,359.838182020224,81.8727287620324
"2172",1973,78,85.6296296296296,37.6425925740741,-74.2043209259259,389.98693537891,66.6581237716775
"2173",1974,78,78,37.8384616153846,-73.9730769230769,421.414745015676,71.5736777601484
"2174",1975,78,135.458333333333,38.6104166666667,-72.7506945416667,556.646813826066,122.196292274721
"2175",1976,78,96.6415094339623,37.8610062641509,-73.8330189433962,430.235091874248,89.0842553542566
"2176",1977,78,87.3265306122449,37.6210885102041,-74.0183673877551,399.148482394224,84.3450627233169
"2177",1978,78,129.774193548387,37.8408601612903,-73.7209677741935,435.187669970767,98.7666670311696
"2178",1979,78,93.2857142857143,37.5535713928571,-74.3303571428571,374.699600814195,75.6845809044328
"2179",1980,78,96.7857142857143,37.5388889047619,-74.1388888809524,386.479634498822,82.4537152571069
"2180",1981,78,123.037037037037,37.9271604814815,-73.5024691851852,456.499726624693,98.6574337972794
"2181",1982,78,115.911764705882,37.9897058823529,-73.4328431470588,464.332632012537,97.806494284265
"2182",1983,78,107.08,37.67199996,-74.004,404.827660786638,92.1816657629769
"2183",1984,78,101.761904761905,37.6087301428571,-74.2619047619048,384.035916128802,72.337733828389
"2184",1985,78,89.7878787878788,38.1530302727273,-73.4636362727273,476.806298465626,89.7700811206745
"2185",1986,78,93.7272727272727,37.9662879090909,-73.7712122272727,443.331196158761,86.7877372307121
"2186",1987,78,121.212765957447,38.1443262553192,-73.3411347446808,483.156741681481,99.6528442392396
"2187",1988,78,88.5652173913043,38.1902173913044,-73.7003622608696,464.661522954376,84.6125729253344
"2188",1989,78,93.88,38.31733334,-73.48933326,487.212395972478,89.0484062362049
"2189",1990,78,78.2702702702703,37.6954955135135,-74.2148648648649,394.400475133059,75.9010750742024
"2190",1991,78,74.5254237288136,38.169774,-74.0279661186441,443.942312387167,70.6684947325856
"2191",1992,78,60.2564102564103,38.1863247692308,-74.0615384871795,442.731927741009,66.0975661597655
"2192",1993,78,71.6315789473684,37.7460526052632,-74.2456140263158,396.023200238548,74.241038641877
"2193",1994,78,88.3695652173913,38.1068841086957,-73.4815217173913,472.24822433274,97.0088212295811
"2194",1995,78,88.1346153846154,38.0778846153846,-73.635577,459.503044735393,85.8552238629777
"2195",1996,78,86.0384615384615,37.7785255576923,-74.0381410192308,411.372556030629,76.716585561719
"2196",1997,78,78.4827586206897,38.5807471551724,-73.3899425689655,516.872612098948,81.1522087621828
"2197",1998,78,77.1194029850746,38.4296019701493,-73.5549750895522,494.32526180533,75.9814310517216
"2198",1999,78,80.1044776119403,38.649238761194,-73.440843238806,519.708917998169,76.9087995932615
"2199",2000,78,66.9390243902439,38.6721179146341,-73.5320853536585,514.844202474749,68.9690632772686
"2200",2001,78,87.7571428571429,38.6581733428571,-73.3939988571429,523.2535755499,79.8556608331239
"2201",2002,78,73.8148148148148,38.7077633209877,-73.251821,535.135114119749,77.0321227626081
"2202",2003,78,76.3611111111111,38.7775141666667,-73.3792392638889,532.247540671246,74.5748678915534
"2203",2004,78,74.4590163934426,38.1279453442623,-74.0877540983607,437.234548102891,67.2801577937468
"2204",2005,78,77.2115384615385,38.6790761346154,-73.4549501153846,520.562536317942,79.8203575917941
"2205",2006,78,73.1774193548387,39.1168481129032,-73.036760483871,581.637317326033,69.6397015777794
"2206",2007,78,86.2820512820513,38.7087579615385,-73.3997868974359,526.082422048042,77.3466094253657
"2207",2008,78,68.3333333333333,38.7817186031746,-73.4327255238095,529.60789507037,69.748686886417
"2208",2009,78,79.6,38.7239301923077,-73.3099786692308,533.340994620569,76.2344603867458
"2209",2010,78,82.7464788732394,38.551148415493,-73.4283516267606,511.203695428968,78.642806414692
"2210",2011,78,86.8703703703704,38.435828212963,-73.3306996388889,506.891964145506,86.1565211445601
"2211",2012,78,81.1338028169014,38.9001981056338,-73.222840915493,552.711725179056,72.1531855920279
"2212",2013,78,81.1625,38.88767735,-72.94579015625,567.409059707535,80.0433458287806
"2213",2014,78,93.438202247191,39.4967794044944,-72.4350537977528,648.650165278897,98.0197968983977
"2214",2015,78,89.2534246575343,39.0191382123288,-72.8628955342466,584.083888009939,80.8663661640937
"2215",2016,78,85.9530201342282,38.9506781677852,-72.9425203087248,573.110369977589,82.1548201596791
"2216",2017,78,85.7022471910112,39.0942486573034,-72.6746097808989,600.959854614472,84.3412512900955
"2217",2018,78,86.6423357664234,38.7447040364964,-73.1507659635036,543.978850023607,77.0628690943664
"2218",2019,78,81.858024691358,38.9398297592593,-72.8878661234568,575.410413161759,81.8378222392683
"2219",2020,78,72.0701754385965,38.054355254386,-74.2955234122807,419.283930602269,60.1645406550792
"2220",2021,78,74.96,39.5899298866667,-72.2079888933333,668.809776176506,87.118737496993
"2221",2022,78,86.25,39.5537896,-71.89801669375,683.836917633103,95.9934195699738
"2222",2023,78,113.869565217391,41.0424492608696,-67.3948695652174,1066.70172338559,216.584893101476
"2223",2024,78,90.416149068323,39.3431763975155,-72.1633705155279,650.579329951872,97.9059653884717
"2224",1968,79,NA,NA,NA,NA,NA
"2225",1969,79,NA,NA,NA,NA,NA
"2226",1970,79,NA,NA,NA,NA,NA
"2227",1971,79,NA,NA,NA,NA,NA
"2228",1972,79,NA,NA,NA,NA,NA
"2229",1973,79,NA,NA,NA,NA,NA
"2230",1974,79,NA,NA,NA,NA,NA
"2231",1975,79,NA,NA,NA,NA,NA
"2232",1976,79,NA,NA,NA,NA,NA
"2233",1977,79,NA,NA,NA,NA,NA
"2234",1978,79,NA,NA,NA,NA,NA
"2235",1979,79,NA,NA,NA,NA,NA
"2236",1980,79,NA,NA,NA,NA,NA
"2237",1981,79,NA,NA,NA,NA,NA
"2238",1982,79,NA,NA,NA,NA,NA
"2239",1983,79,NA,NA,NA,NA,NA
"2240",1984,79,NA,NA,NA,NA,NA
"2241",1985,79,NA,NA,NA,NA,NA
"2242",1986,79,NA,NA,NA,NA,NA
"2243",1987,79,NA,NA,NA,NA,NA
"2244",1988,79,NA,NA,NA,NA,NA
"2245",1989,79,NA,NA,NA,NA,NA
"2246",1990,79,NA,NA,NA,NA,NA
"2247",1991,79,NA,NA,NA,NA,NA
"2248",1992,79,NA,NA,NA,NA,NA
"2249",1993,79,NA,NA,NA,NA,NA
"2250",1994,79,NA,NA,NA,NA,NA
"2251",1995,79,NA,NA,NA,NA,NA
"2252",1996,79,NA,NA,NA,NA,NA
"2253",1997,79,NA,NA,NA,NA,NA
"2254",1998,79,NA,NA,NA,NA,NA
"2255",1999,79,NA,NA,NA,NA,NA
"2256",2000,79,NA,NA,NA,NA,NA
"2257",2001,79,NA,NA,NA,NA,NA
"2258",2002,79,NA,NA,NA,NA,NA
"2259",2003,79,NA,NA,NA,NA,NA
"2260",2004,79,NA,NA,NA,NA,NA
"2261",2005,79,NA,NA,NA,NA,NA
"2262",2006,79,NA,NA,NA,NA,NA
"2263",2007,79,NA,NA,NA,NA,NA
"2264",2008,79,NA,NA,NA,NA,NA
"2265",2009,79,NA,NA,NA,NA,NA
"2266",2010,79,NA,NA,NA,NA,NA
"2267",2011,79,NA,NA,NA,NA,NA
"2268",2012,79,NA,NA,NA,NA,NA
"2269",2013,79,NA,NA,NA,NA,NA
"2270",2014,79,NA,NA,NA,NA,NA
"2271",2015,79,NA,NA,NA,NA,NA
"2272",2016,79,NA,NA,NA,NA,NA
"2273",2017,79,NA,NA,NA,NA,NA
"2274",2018,79,NA,NA,NA,NA,NA
"2275",2019,79,NA,NA,NA,NA,NA
"2276",2020,79,NA,NA,NA,NA,NA
